Account,LEI,MemberID,Member Mnemonic,Firmcode,Market Source,Settles In,Settlement Code,Settlement Type,Settlement Provider,Market Making,TradingNotesMember
J.P. Morgan Securities plc,K6Q0W1PS1L1O4IQL9C32,JPMSGB2L,JPMS,784,Off Book trading,CREST,784,Self-Settlement,J.P. Morgan Securities plc,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
J.P. Morgan Securities plc,K6Q0W1PS1L1O4IQL9C32,JPMSGB2L,JPMS,784,Off Book trading,CREST,8505,Self-Settlement,J.P. Morgan Securities plc,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
Jump Trading Europe B.V.,549300HFXRW8BZRK3J17,JUTENL21,JUTE,472,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Jump Trading Europe B.V.,549300HFXRW8BZRK3J17,JUTENL21,JUTE,472,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Jump Trading Europe B.V.,549300HFXRW8BZRK3J17,JUTENL21,JUTE,472,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Jump Trading Europe B.V.,549300HFXRW8BZRK3J17,JUTENL21,JUTE,472,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Jump Trading Europe B.V.,549300HFXRW8BZRK3J17,JUTENL21,JUTE,472,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Jump Trading Europe B.V.,549300HFXRW8BZRK3J17,JUTENLML,JUML,472,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,False,
Jump Trading Europe B.V.,549300HFXRW8BZRK3J17,JUTENLML,JUML,472,International Order Book,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,False,
Jump Trading Europe B.V.,549300HFXRW8BZRK3J17,JUTENLML,JUML,472,SETS Order Book,CREST,5SQAN,Settlement-Agent,BofA Securities Europe SA,False,
Jump Trading Europe B.V.,549300HFXRW8BZRK3J17,JUTENLML,JUML,472,Off Book trading,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,False,
Jump Trading Europe B.V.,549300HFXRW8BZRK3J17,JUTENLML,JUML,472,Off Book trading,CREST,5SQAN,Settlement-Agent,BofA Securities Europe SA,False,
Kepler Cheuvreux,9695005EOZG9X8IRJD84,JBBRFRPP,JBBR,969,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,13058,Settlement-Agent,Caceis Bank SA,False,
Kepler Cheuvreux,9695005EOZG9X8IRJD84,JBBRFRPP,JBBR,969,International Order Book,Euroclear Bank,13058,Settlement-Agent,Caceis Bank SA,False,
Kepler Cheuvreux,9695005EOZG9X8IRJD84,JBBRFRPP,JBBR,969,SETS Order Book,CREST,COMAY,Settlement-Agent,Caceis Bank SA,False,
Kepler Cheuvreux,9695005EOZG9X8IRJD84,JBBRFRPP,JBBR,969,Off Book trading,Euroclear Bank,13058,Settlement-Agent,Caceis Bank SA,False,
Kepler Cheuvreux,9695005EOZG9X8IRJD84,JBBRFRPP,JBBR,969,Off Book trading,CREST,COMAY,Settlement-Agent,Caceis Bank SA,False,
Killik & Co LLP,213800ZMQ7HGA4B69H23,KILIGB21RBC,KRBC,414,Off Book trading,CREST,00XJN,Settlement-Agent,Royal Bank of Canada (Channel Islands) Ltd,False,
Killik & Co LLP,213800ZMQ7HGA4B69H23,KILIGB21XXX,KKLK,420,Off Book trading,CREST,6JUAG,Model-B,Platform Securities LLP,False,
Kyte Broking Limited,1ZU7M6R6N6PXYJ6V0C83,KYBRGB21,KYBR,402,Off Book trading,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,False,
Kyte Broking Limited,1ZU7M6R6N6PXYJ6V0C83,KYBRGB21,KYBR,402,Off Book trading,CREST,382,Settlement-Agent,Instinet Europe Limited,False,
Kyte Broking Limited,1ZU7M6R6N6PXYJ6V0C83,KYBRGB21,KYBR,402,Off Book trading,CREST,KBUAG,Settlement-Agent,Global Prime Partners Ltd,False,
LGT Wealth Management UK LLP,213800LGMAJK7USM1M98,VEWLGBK1,VEWL,166,Off Book trading,CREST,OMMAY,Self-Settlement,LGT Vestra LLP,False,
Liberum Wealth Limited,21380086HP4FCV669J97,LIWEGGB1,LIWE,395,Off Book trading,CREST,HMUAG,Self-Settlement,Liberum Wealth Limited,False,
Linear Investments Limited,213800GNOS9QQ31DCK54,LIIVGB21,LIIV,65,Off Book trading,Euroclear Bank,25342,Settlement-Agent,Nomura International plc,False,
Linear Investments Limited,213800GNOS9QQ31DCK54,LIIVGB21,LIIV,65,Off Book trading,CREST,5TMAY,Settlement-Agent,Nomura International plc,False,
Linear Investments Limited,213800GNOS9QQ31DCK54,LIIVGB21,LIIV,65,Off Book trading,DTCC,7584,Settlement-Agent,Nomura International plc,False,
Liquidnet Europe Ltd,213800ZIRB79BE5XQM68,LNELGB21,LNEL,492,SETS Order Book,CREST,JOUAG,Settlement-Agent,BNP Paribas SA,False,
Liquidnet Europe Ltd,213800ZIRB79BE5XQM68,LNELGB21,LNEL,492,Off Book trading,Euroclear Bank,50730,Settlement-Agent,BNP Paribas SA,False,
Liquidnet Europe Ltd,213800ZIRB79BE5XQM68,LNELGB21,LNEL,492,Off Book trading,CREST,JOUAG,Settlement-Agent,BNP Paribas SA,False,
Lloyds Bank Corporate Markets Plc,213800MBWEIJDM5CU638,LLCMGB22,LLCM,405,Off Book trading,CREST,LLBCM,Self-Settlement,Lloyds Bank Corporate Markets Plc,False,
Lloyds Bank plc,H7FNTJ4851HG0EXQ1Z70,LOYDGB22TSY,LOYD,505,Off Book trading,CREST,7292,Self-Settlement,Lloyds Bank plc,Yes,GEMM - IL GEMM
Logic Investments Ltd,213800FBJFAQI44VVQ54,LOIEGB21,LOGI,553,Off Book trading,Euroclear Bank,13985,Settlement-Agent,HSBC Bank plc,False,
Logic Investments Ltd,213800FBJFAQI44VVQ54,LOIEGB21,LOGI,553,Off Book trading,CREST,5676,Settlement-Agent,HSBC Bank plc,False,
Logic Investments Ltd,213800FBJFAQI44VVQ54,LOIEGB21,LOGI,553,Off Book trading,CREST,BH01,Settlement-Agent,HSBC Bank plc,False,
Logic Investments Ltd,213800FBJFAQI44VVQ54,LOIEGB21,LOGI,553,Off Book trading,CREST,ONKAV,Settlement-Agent,HSBC Bank plc,False,
Macquarie Capital (Europe) Limited,549300GX4FPMFF91RJ37,MAPUGB21,MACQ,468,Off Book trading,Euroclear Bank,10574,Self-Settlement,Macquarie Capital (Europe) Limited,False,Market Maker - UK Securities
Macquarie Capital (Europe) Limited,549300GX4FPMFF91RJ37,MAPUGB21,MACQ,468,Off Book trading,CREST,1PQAN,Settlement-Agent,BNP Paribas SA,False,Market Maker - UK Securities
Macquarie Capital (Europe) Limited,549300GX4FPMFF91RJ37,MAPUGB21,MACQ,468,Off Book trading,CREST,601,Settlement-Agent,Pershing Securities Limited,False,Market Maker - UK Securities
Macquarie Capital (Europe) Limited,549300GX4FPMFF91RJ37,MAPUGB21,MACQ,468,Off Book trading,DTCC,908,Self-Settlement,Macquarie Capital (Europe) Limited,False,Market Maker - UK Securities
Macquarie Capital (Europe) Limited,549300GX4FPMFF91RJ37,MAPUGB22,MAQB,468,Off Book trading,CREST,1PQAN,Settlement-Agent,BNP Paribas SA,False,
Macquarie Capital (Europe) Limited,549300GX4FPMFF91RJ37,MAPUGB22,MAQB,468,Off Book trading,CREST,601,Model-B,Pershing Securities Limited,False,
Marex Financial,5493003EETVWYSIJ5A20,MARXGB2L,MREX,646,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,59367,Settlement-Agent,BNP Paribas SA,Yes,
Marex Financial,5493003EETVWYSIJ5A20,MARXGB2L,MREX,646,SETS Order Book,CREST,1QUAG,Settlement-Agent,BNP Paribas SA,Yes,
Marex Financial,5493003EETVWYSIJ5A20,MARXGB2L,MREX,646,Off Book trading,CREST,1QUAG,Settlement-Agent,BNP Paribas SA,Yes,
Marex Financial,5493003EETVWYSIJ5A20,MARXGB2L,MREX,646,Off Book trading,Euroclear Bank,59367,Settlement-Agent,BNP Paribas SA,Yes,
Mariana UFP LLP,213800YRA1J9QFBMU217,MCMKGB21,MCMK,570,Off Book trading,Euroclear Bank,94763,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Mariana UFP LLP,213800YRA1J9QFBMU217,MCMKGB21,MCMK,570,Off Book trading,CREST,BH01,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Market Wizards B.V.,549300HNOCFVJN7H7J64,MARWNL21,MARK,963,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Market Wizards B.V.,549300HNOCFVJN7H7J64,MARWNL21,MARK,963,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Market Wizards B.V.,549300HNOCFVJN7H7J64,MARWNL21,MARK,963,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Market Wizards B.V.,549300HNOCFVJN7H7J64,MARWNL21,MARK,963,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,MEGLGB21,MLG.,821,Off Book trading,CREST,686,Self-Settlement,Merrill Lynch International,False,
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,MERLGB2L,MERL,686,Off Book trading,CREST,686,Self-Settlement,Merrill Lynch International,False,
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,MLILGB2L,MLIL,686,Off Book trading,CREST,MLI,Self-Settlement,Merrill Lynch International,False,GEMM
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,MLILGB3LELE,MLIE,686,Off Book trading,DTCC,161,Self-Settlement,Merrill Lynch International,False,
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,MLILGB3LELE,MLIE,686,Off Book trading,CREST,686,Self-Settlement,Merrill Lynch International,False,
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,MLILGB3LELE,MLIE,686,Off Book trading,Euroclear Bank,92835,Self-Settlement,Merrill Lynch International,False,
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,MLISGB21,MLSL,686,Off Book trading,CREST,19X70,Self-Settlement,Merrill Lynch International,False,
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,MLISGB21,MLSL,686,Off Book trading,CREST,JKMAY,Self-Settlement,Merrill Lynch International,False,
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,SNCSGB2LBIC,MLSB,686,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,92835,Self-Settlement,Merrill Lynch International,Yes,Market Maker - Fixed Interest - UK Securities
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,SNCSGB2LBIC,MLSB,686,International Order Book,Euroclear Bank,92835,Self-Settlement,Merrill Lynch International,Yes,Market Maker - Fixed Interest - UK Securities
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,SNCSGB2LBIC,MLSB,686,SETS Order Book,CREST,686,Self-Settlement,Merrill Lynch International,Yes,Market Maker - Fixed Interest - UK Securities
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,SNCSGB2LBIC,MLSB,686,Off Book trading,DTCC,161,Self-Settlement,Merrill Lynch International,Yes,Market Maker - Fixed Interest - UK Securities
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,SNCSGB2LBIC,MLSB,686,Off Book trading,CREST,686,Self-Settlement,Merrill Lynch International,Yes,Market Maker - Fixed Interest - UK Securities
Merrill Lynch International,GGDZP1UYGU9STUHRDP48,SNCSGB2LBIC,MLSB,686,Off Book trading,Euroclear Bank,92835,Self-Settlement,Merrill Lynch International,Yes,Market Maker - Fixed Interest - UK Securities
MHA Caves Wealth Limited,213800JES38XOD9PVP02,CAVSGB21,CAVE,139,Off Book trading,CREST,601,Model-B,Pershing Securities Limited,False,
Mizuho International plc,213800HZ54TG54H2KV03,IBJIGB2L,IBJ,380,Off Book trading,CREST,7794,Settlement-Agent,BNP Paribas SA,False,
Morgan Stanley & Co International PLC,4PQUHN3JPFGFNF3BB653,MSLNGB2X,MSIL,699,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,97499,Self-Settlement,Morgan Stanley & Co International PLC,Yes,GEMM - IL GEMM
Morgan Stanley & Co International PLC,4PQUHN3JPFGFNF3BB653,MSLNGB2X,MSIL,699,International Order Book,Euroclear Bank,97499,Self-Settlement,Morgan Stanley & Co International PLC,Yes,GEMM - IL GEMM
Morgan Stanley & Co International PLC,4PQUHN3JPFGFNF3BB653,MSLNGB2X,MSIL,699,SETS Order Book,CREST,50703,Self-Settlement,Morgan Stanley & Co International PLC,Yes,GEMM - IL GEMM
Morgan Stanley & Co International PLC,4PQUHN3JPFGFNF3BB653,MSLNGB2X,MSIL,699,Off Book trading,CREST,50703,Self-Settlement,Morgan Stanley & Co International PLC,Yes,GEMM - IL GEMM
Morgan Stanley & Co International PLC,4PQUHN3JPFGFNF3BB653,MSLNGB2X,MSIL,699,Off Book trading,DTCC,7309,Self-Settlement,Morgan Stanley & Co International PLC,Yes,GEMM - IL GEMM
Morgan Stanley & Co International PLC,4PQUHN3JPFGFNF3BB653,MSLNGB2X,MSIL,699,Off Book trading,CREST,85561,Self-Settlement,Morgan Stanley & Co International PLC,Yes,GEMM - IL GEMM
Morgan Stanley & Co International PLC,4PQUHN3JPFGFNF3BB653,MSLNGB2X,MSIL,699,Off Book trading,Euroclear Bank,97499,Self-Settlement,Morgan Stanley & Co International PLC,Yes,GEMM - IL GEMM
Natixis,KX1WK48MPD4Y2NCUIZ63,CCBPFRPP,NATX,12,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,16139,Self-Settlement,Natixis,Yes,
Natixis,KX1WK48MPD4Y2NCUIZ63,CCBPFRPP,NATX,12,International Order Book,Euroclear Bank,16139,Self-Settlement,Natixis,Yes,
Natixis,KX1WK48MPD4Y2NCUIZ63,CCBPFRPP,NATX,12,SETS Order Book,CREST,KCMAY,Settlement-Agent,BNP Paribas SA,Yes,
Natixis,KX1WK48MPD4Y2NCUIZ63,CCBPFRPP,NATX,12,Off Book trading,DTCC,00010,Settlement-Agent,BNP Paribas SA,Yes,
Natixis,KX1WK48MPD4Y2NCUIZ63,CCBPFRPP,NATX,12,Off Book trading,Euroclear Bank,16139,Settlement-Agent,BNP Paribas SA,Yes,
Natixis,KX1WK48MPD4Y2NCUIZ63,CCBPFRPP,NATX,12,Off Book trading,CREST,KCMAY,Settlement-Agent,BNP Paribas SA,Yes,
Natixis,KX1WK48MPD4Y2NCUIZ63,NBPLGB21,NBPL,12,SETS Order Book,CREST,BBMAY,Settlement-Agent,BNP Paribas SA,False,
Natixis,KX1WK48MPD4Y2NCUIZ63,NBPLGB21,NBPL,12,Off Book trading,DTCC,00010,Settlement-Agent,BNP Paribas SA,False,
Natixis,KX1WK48MPD4Y2NCUIZ63,NBPLGB21,NBPL,12,Off Book trading,CREST,BBMAY,Settlement-Agent,BNP Paribas SA,False,
NatWest Markets Plc,RR3QWICWWIPCS8A4S074,RBOSGB2REQT,RBSE,1,Off Book trading,Euroclear Bank,13362,Self-Settlement,NatWest Markets Plc,False,Market Maker - ORB - UK Securities
NatWest Markets Plc,RR3QWICWWIPCS8A4S074,RBOSGB2REQT,RBSE,1,Off Book trading,CREST,8PMAY,Self-Settlement,NatWest Markets Plc,False,Market Maker - ORB - UK Securities
NatWest Markets Plc,RR3QWICWWIPCS8A4S074,RBOSGB2RTCM,RBOS,772,Off Book trading,CREST,7722,Self-Settlement,NatWest Markets Plc,False,GEMM - IL GEMM
Nomura International plc,DGQCSV2PHVF7I2743539,NOMAGB2LBIC,NMRA,534,Off Book trading,DTCC,2097,Self-Settlement,Nomura International plc,False,GEMM - IL GEMM - UK Securities
Nomura International plc,DGQCSV2PHVF7I2743539,NOMAGB2LBIC,NMRA,534,Off Book trading,CREST,53401,Self-Settlement,Nomura International plc,False,GEMM - IL GEMM - UK Securities
Nomura International plc,DGQCSV2PHVF7I2743539,NOMAGB2LBIC,NMRA,534,Off Book trading,Euroclear Bank,90997,Self-Settlement,Nomura International plc,False,GEMM - IL GEMM - UK Securities
Northern Trust Securities LLP,549300EF8AZLRG0UC208,AVGLGBK1,NTSL,911,Off Book trading,CREST,DSUAA,Settlement-Agent,BNP Paribas SA,False,
Numis Securities Limited,213800P3F4RT97WDSX47,RAZHGB2LBIC,NUMS,600,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,47788,Self-Settlement,Numis Securities Limited,Yes,Market Maker - ORB - UK Securities
Numis Securities Limited,213800P3F4RT97WDSX47,RAZHGB2LBIC,NUMS,600,Order Book for Retail Bonds,CREST,600,Self-Settlement,Numis Securities Limited,Yes,Market Maker - ORB - UK Securities
Numis Securities Limited,213800P3F4RT97WDSX47,RAZHGB2LBIC,NUMS,600,SETS Order Book,CREST,600,Self-Settlement,Numis Securities Limited,Yes,Market Maker - ORB - UK Securities
Numis Securities Limited,213800P3F4RT97WDSX47,RAZHGB2LBIC,NUMS,600,Off Book trading,DTCC,2787,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - ORB - UK Securities
Numis Securities Limited,213800P3F4RT97WDSX47,RAZHGB2LBIC,NUMS,600,Off Book trading,Euroclear Bank,47788,Self-Settlement,Numis Securities Limited,Yes,Market Maker - ORB - UK Securities
Numis Securities Limited,213800P3F4RT97WDSX47,RAZHGB2LBIC,NUMS,600,Off Book trading,CREST,600,Self-Settlement,Numis Securities Limited,Yes,Market Maker - ORB - UK Securities
Oberon Investments Limited,213800GJGGCDXZXY5811,BADNGB21,BARN,70,Off Book trading,CREST,070,Self-Settlement,M D Barnard & Co Ltd,False,
Oberon Investments Limited,213800GJGGCDXZXY5811,BADNGB22,OBER,70,Off Book trading,CREST,BO01,Settlement-Agent,Global Prime Partners Ltd,False,
Old Mission Europe LLP,549300K7YFYNV2QW2M07,OMELGB21,OMEL,239,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,94589,Settlement-Agent,Goldman Sachs International,Yes,
Old Mission Europe LLP,549300K7YFYNV2QW2M07,OMELGB21,OMEL,239,Off Book trading,CREST,303,Settlement-Agent,Goldman Sachs International,Yes,
Old Mission Europe LLP,549300K7YFYNV2QW2M07,OMELGB21,OMEL,239,Off Book trading,Euroclear Bank,94589,Settlement-Agent,Goldman Sachs International,Yes,
Olive Tree Capital Markets Limited,213800PZWYFKIOAGQY35,ATONCY21,ATON,244,Off Book trading,Euroclear Bank,16763,Settlement-Agent,HSBC Bank plc,False,
Olive Tree Capital Markets Limited,213800PZWYFKIOAGQY35,ATONCY21,ATON,244,Off Book trading,DTCC,8396,Settlement-Agent,HSBC Bank plc,False,
Olive Tree Capital Markets Limited,213800PZWYFKIOAGQY35,ATONCY21,ATON,244,Off Book trading,CREST,BH01,Settlement-Agent,HSBC Bank plc,False,
Optiva Securities Limited,213800YXL6OGJYA74L69,OPTV2022,OPTS,143,Off Book trading,CREST,091,Settlement-Agent,James Brearley & Sons Limited,False,
Optiver V.O.F.,7245009KRYSAYB2QCC29,OPTVNL21,OPTV,368,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Optiver V.O.F.,7245009KRYSAYB2QCC29,OPTVNL21,OPTV,368,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Optiver V.O.F.,7245009KRYSAYB2QCC29,OPTVNL21,OPTV,368,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Optiver V.O.F.,7245009KRYSAYB2QCC29,OPTVNL21,OPTV,368,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Panmure Liberum Capital Limited,213800U6KUF87S1KCC03,LCAPGB21,LIBC,87,SETS Order Book,CREST,7BUAG,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Panmure Liberum Capital Limited,213800U6KUF87S1KCC03,LCAPGB21,LIBC,87,Off Book trading,Euroclear Bank,29069,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Panmure Liberum Capital Limited,213800U6KUF87S1KCC03,LCAPGB21,LIBC,87,Off Book trading,CREST,7BUAG,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Panmure Liberum Capital Limited,213800U6KUF87S1KCC03,RINFGB21,LBRM,87,Off Book trading,Euroclear Bank,42767,Settlement-Agent,BNP Paribas SA,False,
Panmure Liberum Capital Limited,213800U6KUF87S1KCC03,RINFGB21,LBRM,87,Off Book trading,CREST,7BUAG,Settlement-Agent,BNP Paribas SA,False,
Panmure Liberum Limited,213800GM8RB7MS4L3Z24,PMURGB2L,PMUR,300,SETS Order Book,CREST,83801,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Panmure Liberum Limited,213800GM8RB7MS4L3Z24,PMURGB2L,PMUR,300,Off Book trading,CREST,83801,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Peel Hunt LLP,5493007DWN0R4YBM4C84,PLHCGB3LBIC,PEEL,871,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,15001,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - ORB - UK Securities
Peel Hunt LLP,5493007DWN0R4YBM4C84,PLHCGB3LBIC,PEEL,871,International Order Book,Euroclear Bank,15001,Self-Settlement,Peel Hunt LLP,Yes,Market Maker - ORB - UK Securities
Peel Hunt LLP,5493007DWN0R4YBM4C84,PLHCGB3LBIC,PEEL,871,Order Book for Retail Bonds,CREST,871,Self-Settlement,Peel Hunt LLP,Yes,Market Maker - ORB - UK Securities
Peel Hunt LLP,5493007DWN0R4YBM4C84,PLHCGB3LBIC,PEEL,871,SETS Order Book,CREST,871,Self-Settlement,Peel Hunt LLP,Yes,Market Maker - ORB - UK Securities
Peel Hunt LLP,5493007DWN0R4YBM4C84,PLHCGB3LBIC,PEEL,871,Off Book trading,Euroclear Bank,15001,Self-Settlement,Peel Hunt LLP,Yes,Market Maker - ORB - UK Securities
Peel Hunt LLP,5493007DWN0R4YBM4C84,PLHCGB3LBIC,PEEL,871,Off Book trading,CREST,871,Self-Settlement,Peel Hunt LLP,Yes,Market Maker - ORB - UK Securities
Pershing Securities Limited,549300NC3GURN0AEZU06,PERHGB21,PSSL,601,International Order Book,Euroclear Bank,91932,Self-Settlement,Pershing Securities Limited,False,
Pershing Securities Limited,549300NC3GURN0AEZU06,PERHGB21,PSSL,601,SETS Order Book,CREST,601,Self-Settlement,Pershing Securities Limited,False,
Pershing Securities Limited,549300NC3GURN0AEZU06,PERHGB21,PSSL,601,Off Book trading,CREST,601,Self-Settlement,Pershing Securities Limited,False,
Pershing Securities Limited,549300NC3GURN0AEZU06,PERHGB21,PSSL,601,Off Book trading,Euroclear Bank,91932,Self-Settlement,Pershing Securities Limited,False,
Pershing Securities Limited,549300NC3GURN0AEZU06,PERLGB2L003,PSSG,601,Off Book trading,Euroclear Bank,14145,Self-Settlement,Pershing Securities Limited,False,
Pershing Securities Limited,549300NC3GURN0AEZU06,PERLGB2L003,PSSG,601,Off Book trading,CREST,601,Self-Settlement,Pershing Securities Limited,False,
Pershing Securities Limited,549300NC3GURN0AEZU06,PERLGB2L005,PSSY,601,Off Book trading,CREST,601,Model-B,Pershing Securities Limited,False,
Peterhouse Capital Limited,213800IXMLB94ZODQ267,RSCB1234,RSCB,223,Off Book trading,CREST,789,Settlement-Agent,Thomas Grant & Company Ltd,False,
Pilling & Co Stockbrokers Ltd,213800UGICKWKBKUBX07,PILLGB21,PLLC,591,Off Book trading,CREST,591,Self-Settlement,Pilling & Co Stockbrokers Ltd,False,
Platform Securities LLP,213800DGZGQGCLREAY39,DRWRGB21,PLAT,100,Order Book for Retail Bonds,CREST,69XHN,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,DRWRGB21,PLAT,100,SETS Order Book,CREST,69XHN,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,DRWRGB21,PLAT,100,Off Book trading,DTCC,010,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,DRWRGB21,PLAT,100,Off Book trading,CREST,69XHN,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,DRWRGB21,PLAT,100,Off Book trading,Euroclear Bank,94276,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,FIDIGB22,PFIL,100,Off Book trading,CREST,IFUAG,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,FISOJE22,FISO,100,Order Book for Retail Bonds,CREST,0KUAG,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,FISOJE22,FISO,100,SETS Order Book,CREST,0KUAG,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,FISOJE22,FISO,100,Off Book trading,CREST,0KUAG,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,FISWGB22,FISW,100,Order Book for Retail Bonds,CREST,6JUAG,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,FISWGB22,FISW,100,SETS Order Book,CREST,6JUAG,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,FISWGB22,FISW,100,Off Book trading,CREST,6JUAG,Self-Settlement,Platform Securities LLP,False,
Platform Securities LLP,213800DGZGQGCLREAY39,PLSIJEJ1,PLAI,100,Off Book trading,CREST,3CUAA,Self-Settlement,Platform Securities LLP,False,
Qube Research & Technologies Limited,549300DCU7KOL83B3B08,QRTUK001,QRTE,735,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,False,
Qube Research & Technologies Limited,549300DCU7KOL83B3B08,QRTUK001,QRTE,735,International Order Book,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,False,
Qube Research & Technologies Limited,549300DCU7KOL83B3B08,QRTUK001,QRTE,735,SETS Order Book,CREST,382,Settlement-Agent,Instinet Europe Limited,False,
Quilter Cheviot Ltd,213800QCI7X27H677R39,CHEPGB21,CHEV,77,Order Book for Retail Bonds,CREST,077,Self-Settlement,Quilter Cheviot Ltd,False,
Quilter Cheviot Ltd,213800QCI7X27H677R39,CHEPGB21,CHEV,77,SETS Order Book,CREST,077,Self-Settlement,Quilter Cheviot Ltd,False,
Quilter Cheviot Ltd,213800QCI7X27H677R39,CHEPGB21,CHEV,77,Off Book trading,CREST,077,Self-Settlement,Quilter Cheviot Ltd,False,
Radix Trading Europe B.V.,724500VH9JWY29MXNL28,RATUNL21,RTEB,417,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Radix Trading Europe B.V.,724500VH9JWY29MXNL28,RATUNL21,RTEB,417,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Radix Trading Europe B.V.,724500VH9JWY29MXNL28,RATUNL21,RTEB,417,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Radix Trading Europe B.V.,724500VH9JWY29MXNL28,RATUNL21,RTEB,417,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
